rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,805811,Bryce Eldridge,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,2,Max Meyer,676974,R,66.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",73.8,45.4,35.0,100.0,80.0,87.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 8.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.74,59.07,92.66,103.2647,0.5303,0.2708,0.3846,72.97,28.09,42.05,37.33,4.2,0.1826,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
2,700250,Ben Rice,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,1,Andrew Abbott,671096,L,65.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Hot Hitter/Streak",66.1,39.1,83.7,93.2,50.0,79.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 13.4 HR allowed",EV profile; pitcher fly-ball pressure modest,15.75,50.5,92.53,102.6154,0.5453,0.2604,0.3952,72.63,25.75,46.99,27.8,22.5,0.2986,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
3,664040,Brandon Lowe,PIT,COL,2026-06-21T01:10:00Z,Scheduled,2,Tomoyuki Sugano,608372,R,64.3,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",53.7,75.0,38.7,95.5,80.0,44.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.58,45.2,90.4,101.4945,0.478,0.2289,0.3455,73.55,38.3,45.25,32.85,21.9,0.2553,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
4,695578,James Wood,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,1,Ian Seymour,693855,L,64.1,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot",85.9,36.9,41.1,93.2,50.0,63.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 5.7 HR allowed",EV profile; pitcher allows elevated contact,21.86,57.91,95.21,106.5387,0.5861,0.3121,0.4107,76.28,64.52,28.51,27.81,23.3,0.2526,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
5,621439,Byron Buxton,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,2,Zac Gallen,668678,R,64.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",70.5,57.3,28.2,95.5,50.0,99.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 18.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,18.47,50.02,91.24,102.6859,0.5154,0.2674,0.3507,74.37,43.22,47.82,35.96,26.6,0.3066,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
6,670541,Yordan Alvarez,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,2,Joey Cantillo,676282,L,63.4,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",84.3,40.5,27.6,95.5,50.0,76.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,31,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 10.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,17.16,53.25,94.49,105.1758,0.6694,0.342,0.456,75.96,59.99,40.88,35.61,18.6,0.2662,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
7,668804,Bryan Reynolds,PIT,COL,2026-06-21T01:10:00Z,Scheduled,3,Tomoyuki Sugano,608372,R,63.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",46.1,73.0,38.7,92.1,75.0,100.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,25,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.24,46.21,91.34,102.2079,0.454,0.1911,0.3618,72.69,29.14,40.64,23.92,11.8,0.1794,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
8,695657,Colson Montgomery,CWS,DET,2026-06-20T17:10:00Z,Warmup,4,Troy Melton,675512,R,62.9,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",59.1,39.1,65.1,94.9,80.0,76.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.36,46.25,89.89,102.6349,0.4702,0.2472,0.3368,76.44,67.64,51.05,33.37,20.3,0.2844,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
9,701398,Sal Stewart,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,3,Will Warren,701542,R,62.3,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",63.0,39.4,83.7,96.6,50.0,29.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.87,44.24,92.18,101.6183,0.5259,0.2593,0.3735,72.31,27.28,38.29,31.32,11.3,0.2284,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
10,656941,Kyle Schwarber,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,1,Freddy Peralta,642547,R,61.1,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",81.3,30.3,34.3,88.7,80.0,44.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 13.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.59,53.72,93.46,104.3224,0.5383,0.2952,0.3835,77.09,76.05,55.75,35.35,34.3,0.316,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
11,672960,Kazuma Okamoto,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,5,Colin Rea,607067,R,61.0,Tier 3,Watch List,Strong Barrel,58.4,59.7,55.3,86.4,50.0,49.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.6% barrel, 14.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.6,49.7,92.0,102.832,0.441,0.22,0.325,73.3,37.5,50.9,31.0,15.0,0.205,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
12,668709,JJ Bleday,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,2,Will Warren,701542,R,60.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",46.1,39.4,83.7,100.0,80.0,47.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.32,44.23,89.54,100.7199,0.4528,0.2054,0.3516,73.31,32.09,48.05,31.45,13.3,0.269,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
13,665742,Juan Soto,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,3,Cristopher Sánchez,650911,L,60.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",75.0,34.8,34.3,92.1,50.0,100.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 7.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.03,51.8,93.38,103.4441,0.6115,0.314,0.4241,72.62,31.1,38.76,33.03,24.8,0.276,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
14,502671,Paul Goldschmidt,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,3,Andrew Abbott,671096,L,60.4,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.4,39.1,83.7,96.6,78.0,85.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,40.48,88.09,99.9717,0.4703,0.2029,0.3458,71.69,17.14,35.0,26.69,10.7,0.2116,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
15,691718,Pete Crow-Armstrong,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,1,Patrick Corbin,571578,L,59.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",55.5,44.7,55.3,93.2,50.0,100.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,15,29,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,48.32,90.9,101.9059,0.4883,0.2302,0.3504,74.24,44.32,48.48,34.73,19.8,0.2291,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
16,545341,Randal Grichuk,CWS,DET,2026-06-20T17:10:00Z,Warmup,5,Troy Melton,675512,R,59.1,Longshot,Watch List,Strong Barrel,62.8,39.1,65.1,86.4,50.0,53.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,17,1,Contact streak: 6/17 over last 7 games,"same-side matchup; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.85,48.87,91.7,102.8053,0.5368,0.2411,0.3722,73.83,38.23,44.54,31.79,7.6,0.25,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
17,646240,Rafael Devers,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,4,Max Meyer,676974,R,58.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",53.3,45.4,35.0,94.9,80.0,91.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 8.5 HR allowed",EV profile; pitcher fly-ball pressure modest,11.52,51.83,92.52,102.9894,0.4359,0.2049,0.3222,71.67,20.29,33.7,31.29,18.2,0.2074,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
18,643217,Andrew Benintendi,CWS,DET,2026-06-20T17:10:00Z,Warmup,3,Troy Melton,675512,R,58.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",43.9,39.1,65.1,96.6,80.0,83.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,44.88,89.05,98.9504,0.4363,0.1928,0.3235,69.33,4.01,51.57,33.18,12.3,0.1959,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
19,543807,George Springer,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,1,Colin Rea,607067,R,58.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",42.1,59.7,55.3,93.2,50.0,91.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.81,40.32,88.81,99.9525,0.4429,0.1946,0.3417,72.93,32.01,41.86,27.28,15.2,0.1943,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
20,686948,Drake Baldwin,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,2,Kyle Harrison,690986,L,58.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",66.9,30.9,44.4,100.0,50.0,79.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.7% barrel, 6.1 HR allowed",EV profile; pitcher fly-ball pressure modest,16.18,51.28,92.12,103.1844,0.543,0.257,0.388,75.09,53.81,33.13,24.48,15.5,0.2251,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
21,665019,Kody Clemens,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,3,Zac Gallen,668678,R,58.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.4,57.3,28.2,92.1,80.0,60.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 18.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.56,45.64,92.2,101.6676,0.4559,0.2041,0.3331,71.92,13.68,43.28,31.15,13.4,0.228,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
22,663993,Nathaniel Lowe,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,4,Will Warren,701542,R,58.1,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",43.4,39.4,83.7,94.9,80.0,26.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,0,"Last 7 games: 5/17, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.85,41.15,88.93,100.9649,0.457,0.1975,0.3492,73.82,35.71,40.56,25.43,11.7,0.2062,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
23,672284,Jarred Kelenic,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,6,Walker Buehler,621111,R,58.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",72.2,41.2,41.1,76.2,80.0,7.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 10.1 HR allowed",EV profile; pitcher fly-ball pressure modest,20.99,49.49,93.58,102.7547,0.4764,0.2454,0.335,73.47,32.74,27.47,36.01,1.3,0.105,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
24,673548,Seiya Suzuki,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,3,Patrick Corbin,571578,L,58.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.3,44.7,55.3,96.6,78.0,63.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,1,Contact streak: 11/25 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.21,43.87,90.11,101.7104,0.451,0.1949,0.3436,73.12,33.84,42.25,28.12,16.6,0.1952,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
25,678218,Brandon Valenzuela,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,4,Colin Rea,607067,R,57.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.1,58.1,55.3,94.9,75.0,59.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"switch hitter; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.9,38.6,89.6,99.683,0.443,0.179,0.347,72.8,24.3,42.6,26.7,7.0,0.202,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
26,642708,Amed Rosario,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,2,Andrew Abbott,671096,L,57.3,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",41.6,39.1,83.7,100.0,78.0,12.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.22,39.82,90.43,101.2848,0.4509,0.1902,0.3247,73.83,40.96,38.45,25.33,6.0,0.2055,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
27,656811,Ryan O'Hearn,PIT,COL,2026-06-21T01:10:00Z,Scheduled,4,Tomoyuki Sugano,608372,R,57.3,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",34.6,75.0,38.7,90.4,80.0,43.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","platoon edge; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.76,43.9,89.75,99.5796,0.4199,0.1579,0.3304,71.03,12.06,36.28,28.36,12.8,0.1749,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
28,575929,Willson Contreras,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,4,Emerson Hancock,676106,R,56.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",56.0,54.4,25.4,90.4,50.0,85.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.69,45.22,90.18,102.8181,0.4922,0.2317,0.3706,76.49,67.14,47.29,25.97,17.2,0.2313,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
29,621566,Matt Olson,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,3,Kyle Harrison,690986,L,56.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",67.4,30.9,44.4,96.6,50.0,44.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 6.1 HR allowed",EV profile; pitcher fly-ball pressure modest,14.33,52.6,93.44,104.1728,0.5172,0.2622,0.3656,74.6,48.23,36.32,32.57,22.7,0.2554,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
30,678246,Miguel Vargas,CWS,DET,2026-06-20T17:10:00Z,Warmup,2,Troy Melton,675512,R,56.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.9,39.1,65.1,100.0,50.0,15.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 5.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.04,44.0,89.98,100.5157,0.5001,0.2382,0.375,73.12,35.36,41.27,35.03,16.0,0.2132,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
31,701762,Nick Kurtz,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,1,Walbert Ureña,700712,R,56.5,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",75.7,17.2,30.9,88.7,80.0,63.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,17.8,55.86,93.75,105.5289,0.5118,0.2619,0.3846,77.97,79.42,33.13,30.91,23.4,0.2786,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
32,682848,Endy Rodriguez,PIT,COL,2026-06-21T01:10:00Z,Scheduled,7,Tomoyuki Sugano,608372,R,55.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Platoon Edge",43.2,73.0,38.7,59.8,75.0,63.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.3,42.04,91.99,99.8016,0.395,0.1673,0.3358,72.06,20.66,42.85,32.52,2.1,0.1561,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
33,665489,Vladimir Guerrero Jr.,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,3,Colin Rea,607067,R,55.4,Longshot,Watch List,Premium Lineup Spot,39.5,59.7,55.3,96.6,50.0,33.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.14,45.73,90.67,102.9654,0.4381,0.1451,0.3567,76.35,64.83,35.6,19.1,9.7,0.1169,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
34,676572,Eric Wagaman,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,8,Cristopher Sánchez,650911,L,55.2,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Platoon Edge",75.3,34.8,34.3,47.9,78.0,63.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,7,1,Contact streak: 3/7 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 7.8 HR allowed",EV profile; pitcher fly-ball pressure modest,16.04,55.95,96.32,105.4974,0.5862,0.2971,0.4172,71.86,25.96,53.43,21.32,3.4,0.2722,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
