rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,699013,Esmerlyn Valdez,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,2,Foster Griffin,656492,L,69.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",88.5,45.0,28.2,95.5,78.0,100.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,24,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",EV profile; pitcher fly-ball pressure modest,30.3,57.6,92.3,104.2695,0.628,0.371,0.403,75.2,52.1,21.2,42.4,6.0,0.415,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
65,683357,Owen Caissie,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,6,Jack Perkins,678022,R,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.8,33.3,30.9,71.7,80.0,56.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,16,1,Contact streak: 6/16 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.77,39.04,90.24,100.5571,0.3838,0.1769,0.2831,74.87,53.87,30.76,30.2,7.3,0.1876,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
66,662139,Daulton Varsho,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,4,Luis Castillo,622491,R,48.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.1,52.2,25.4,90.4,80.0,14.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.53,39.6,87.17,99.8149,0.4058,0.1655,0.3088,73.71,36.53,39.75,27.77,10.9,0.2085,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
67,624424,Michael Conforto,CHC,STL,2026-07-03T20:05:00Z,Scheduled,8,Andre Pallante,669467,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",55.4,28.7,29.8,47.9,80.0,95.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 12.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.13,47.36,91.93,101.5601,0.4576,0.2064,0.3496,73.02,33.78,40.45,35.46,8.5,0.2194,6.11,36.75,88.01,0.3859,0.1398,18.17,,,Wrigley Field,
68,691019,Kyle Teel,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,3,Gavin Williams,668909,R,48.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.2,58.8,27.6,92.1,80.0,40.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 11.2% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.85,41.31,84.59,98.2797,0.3397,0.1202,0.3027,71.95,28.96,32.14,23.92,3.1,0.1219,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
69,673548,Seiya Suzuki,CHC,STL,2026-07-03T20:05:00Z,Scheduled,4,Andre Pallante,669467,R,47.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",45.2,28.7,29.8,90.4,50.0,90.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.86,43.38,89.97,101.349,0.4426,0.1907,0.3373,73.19,34.33,43.16,29.59,18.7,0.2043,6.11,36.75,88.01,0.3859,0.1398,18.17,,,Wrigley Field,
70,682626,Francisco Alvarez,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,9,Grant Holmes,656550,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.4,51.9,30.9,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.02,47.51,91.21,102.973,0.4699,0.2262,0.3372,74.21,43.74,40.76,25.94,9.6,0.1861,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
71,666176,Jo Adell,LAA,BOS,2026-07-04T01:38:00Z,Scheduled,3,Jake Bennett,687562,L,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.3,21.5,28.2,92.1,78.0,29.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.0,46.08,90.65,102.6853,0.4671,0.2085,0.3335,77.39,71.02,38.0,27.14,18.8,0.1776,6.3,35.4,88.2,0.327,0.115,19.8,,,Angel Stadium,
72,605141,Mookie Betts,LAD,SD,2026-07-04T02:10:00Z,Scheduled,4,Michael King,650633,R,47.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",34.7,41.7,27.6,90.4,50.0,99.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 10.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.53,37.48,90.01,98.5385,0.4395,0.1616,0.3363,69.42,8.21,41.15,35.9,13.7,0.1844,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
73,665489,Vladimir Guerrero,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,2,Luis Castillo,622491,R,47.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.2,52.2,25.4,95.5,50.0,3.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,0,"Last 7 games: 4/28, 0 HR","same-side matchup; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.35,46.15,90.67,103.0479,0.4416,0.1465,0.3574,76.42,64.97,36.51,18.68,9.7,0.1106,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
74,687637,Dylan Beavers,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,6,Brady Singer,663903,R,47.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.5,59.0,39.3,71.7,80.0,24.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.06,35.7,87.89,99.1729,0.3723,0.1481,0.3139,71.85,17.05,39.69,28.24,2.6,0.1387,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
75,681624,Andy Pages,LAD,SD,2026-07-04T02:10:00Z,Scheduled,2,Michael King,650633,R,47.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.8,41.7,27.6,95.5,50.0,48.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.82,42.59,89.02,100.2865,0.449,0.1819,0.3342,72.88,25.42,35.31,28.65,19.3,0.2023,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
76,682928,CJ Abrams,WSH,PIT,2026-07-03T22:45:00Z,Scheduled,4,Mitch Keller,656605,R,47.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.6,39.0,28.2,90.4,80.0,19.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.42,40.81,89.61,100.1056,0.4269,0.177,0.33,72.68,26.41,44.57,28.59,18.3,0.2194,6.75,42.19,89.26,0.4279,0.1521,24.05,,,Nationals Park,
77,666182,Bo Bichette,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,3,Grant Holmes,656550,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.4,51.9,30.9,92.1,50.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.34,45.93,90.72,101.636,0.4422,0.1559,0.3376,69.8,13.88,26.63,23.79,12.4,0.1419,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
78,642715,Willy Adames,SF,COL,2026-07-04T00:10:00Z,Scheduled,5,Ryan Feltner,663372,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.7,40.5,38.7,81.9,50.0,42.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.29,41.19,88.55,99.2811,0.4056,0.1858,0.299,72.17,22.95,46.86,34.97,18.8,0.1981,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
79,664023,Ian Happ,CHC,STL,2026-07-03T20:05:00Z,Scheduled,5,Andre Pallante,669467,R,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.9,27.3,29.8,81.9,75.0,23.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","switch hitter; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.78,43.49,89.86,101.2796,0.4353,0.2154,0.3323,71.98,19.23,43.14,34.56,18.8,0.2134,6.11,36.75,88.01,0.3859,0.1398,18.17,,,Wrigley Field,
80,804606,Konnor Griffin,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,1,Foster Griffin,656492,L,46.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.6,45.0,28.2,88.7,78.0,47.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,36.8,87.5,100.2869,0.394,0.156,0.304,75.8,58.1,40.8,18.4,5.0,0.137,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
81,553993,Eugenio Suarez,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,4,Trevor Rogers,669432,L,46.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.0,36.9,39.3,90.4,78.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.82,34.23,88.03,99.1722,0.358,0.1603,0.2773,71.74,19.85,47.61,30.61,20.3,0.2063,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
82,687263,Zach Neto,LAA,BOS,2026-07-04T01:38:00Z,Scheduled,1,Jake Bennett,687562,L,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.8,21.5,28.2,88.7,78.0,25.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 2.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.58,41.42,90.16,100.1597,0.4362,0.2202,0.3223,70.98,11.55,49.44,37.13,20.4,0.2233,6.3,35.4,88.2,0.327,0.115,19.8,,,Angel Stadium,
83,702616,Jackson Holliday,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,9,Brady Singer,663903,R,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",38.1,59.0,39.3,40.2,80.0,26.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.37,40.24,88.17,99.0886,0.3879,0.1707,0.3077,70.39,7.76,36.11,31.54,8.6,0.1701,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
84,701358,Cam Smith,HOU,TB,2026-07-04T00:15:00Z,Scheduled,5,Nick Martinez,607259,R,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",44.7,34.3,27.6,81.9,50.0,74.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.75,43.95,89.09,101.8787,0.4355,0.1893,0.3285,76.39,66.22,35.11,24.37,10.4,0.1514,7.07,33.38,87.39,0.431,0.1579,27.98,,,Daikin Park,
85,605170,Victor Caratini,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,5,Gerrit Cole,543037,R,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.1,35.8,38.2,81.9,75.0,57.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.84,39.93,89.19,99.1123,0.4201,0.1686,0.3402,71.32,15.83,38.13,25.09,8.5,0.1373,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
86,805999,A.J. Ewing,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,6,Grant Holmes,656550,R,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.4,51.9,30.9,71.7,80.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,42.6,89.0,100.2314,0.425,0.146,0.349,70.4,10.8,30.4,25.2,4.0,0.133,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
87,656555,Rhys Hoskins,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,4,Anthony Kay,641743,L,46.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",35.1,42.9,27.6,90.4,78.0,17.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.3,42.83,89.01,99.7343,0.3225,0.141,0.2916,71.56,16.6,55.6,30.63,8.5,0.1741,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
88,572233,Christian Walker,HOU,TB,2026-07-04T00:15:00Z,Scheduled,4,Nick Martinez,607259,R,46.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",44.0,34.3,27.6,90.4,50.0,46.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 7.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,44.56,90.2,101.8076,0.4042,0.1764,0.3056,74.17,42.25,43.67,28.77,21.4,0.2159,7.07,33.38,87.39,0.431,0.1579,27.98,,,Daikin Park,
89,682818,Yohendrick Pinango,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,6,Luis Castillo,622491,R,46.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.1,52.2,25.4,71.7,80.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,1,"Last 7 games: 2/19, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,44.4,90.5,101.8069,0.407,0.142,0.312,75.6,56.8,27.8,20.4,5.0,0.155,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
90,668901,Mark Vientos,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,7,Grant Holmes,656550,R,46.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.0,51.9,30.9,59.8,50.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,1,"Last 7 games: 1/19, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.31,45.88,90.0,101.1497,0.4397,0.2024,0.3102,72.67,24.04,37.63,29.58,12.1,0.1723,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
91,683748,Victor Mesa,TB,HOU,2026-07-04T00:15:00Z,Scheduled,4,Spencer Arrighetti,681293,R,46.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.2,35.7,27.6,90.4,80.0,32.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 7.8% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.41,42.06,88.51,100.3531,0.415,0.1592,0.3389,73.4,29.96,47.45,22.01,2.4,0.1546,7.82,35.37,88.12,0.3987,0.1574,28.79,,,Daikin Park,
92,671056,Ivan Herrera,STL,CHC,2026-07-03T20:05:00Z,Scheduled,2,David Peterson,656849,L,45.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.3,35.8,29.8,95.5,78.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.95,43.15,89.94,101.3798,0.4294,0.167,0.3633,74.26,45.18,37.03,19.66,12.7,0.1604,6.61,42.29,89.97,0.4105,0.1405,18.45,,,Wrigley Field,
93,700932,Kyle Manzardo,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,5,Anthony Kay,641743,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.2,42.9,27.6,81.9,50.0,30.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.73,41.77,89.32,99.2658,0.4066,0.1808,0.3157,70.11,7.44,41.45,33.34,15.1,0.1811,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
94,677800,Wilyer Abreu,BOS,LAA,2026-07-04T01:38:00Z,Scheduled,3,Reid Detmers,672282,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.4,31.7,28.2,92.1,50.0,6.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 7.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.53,42.38,90.1,100.9742,0.4568,0.2061,0.3336,73.82,37.96,37.48,37.52,13.6,0.1807,7.08,38.6,89.54,0.3406,0.1236,27.08,,,Angel Stadium,
95,661388,William Contreras,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,4,Jose Cabrera,703615,R,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.9,42.5,28.2,90.4,50.0,26.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.17,45.84,90.54,101.7609,0.4413,0.1695,0.3434,73.27,35.21,37.65,24.15,11.4,0.1306,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
96,677942,Blaze Alexander,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,8,Brady Singer,663903,R,45.6,Longshot,Watch List,Projected Lineup,40.1,59.0,39.3,47.9,50.0,22.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.67,46.28,91.67,100.5817,0.4209,0.1535,0.3316,72.31,25.04,33.39,22.55,4.2,0.1362,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
97,663656,Kyle Tucker,LAD,SD,2026-07-04T02:10:00Z,Scheduled,6,Michael King,650633,R,45.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.5,41.7,27.6,71.7,80.0,62.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.3,39.91,89.4,99.0284,0.4095,0.1535,0.3433,71.44,21.85,44.22,32.0,11.5,0.1574,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
