rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,700250,Ben Rice,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,2,Roki Sasaki,808963,R,74.0,Tier 2,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",64.8,62.3,76.2,100.0,80.0,100.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",EV profile; pitcher fly-ball pressure modest,15.33,50.15,92.46,102.4808,0.5292,0.2548,0.384,72.84,27.15,46.92,29.41,28.1,0.2972,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
2,660271,Shohei Ohtani,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,1,Gerrit Cole,543037,R,73.3,Tier 2,Watch List,"Elite Power, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",82.2,42.0,76.2,93.2,80.0,88.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 8.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,19.02,54.29,93.99,104.3157,0.6,0.3134,0.4187,75.03,53.5,47.96,32.9,31.9,0.2812,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
3,699013,Esmerlyn Valdez,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,4,Gavin Williams,668909,R,73.2,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",83.7,58.2,67.6,94.9,50.0,74.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 11.0% barrel, 18.8 HR allowed",EV profile; pitcher fly-ball pressure modest,29.8,52.6,92.1,103.9855,0.58,0.34,0.374,74.9,49.2,26.3,42.1,10.0,0.404,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
4,670541,Yordan Alvarez,HOU,BAL,2026-07-18T00:10:00Z,Pre-Game,2,Dean Kremer,665152,R,72.2,Tier 2,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",85.2,57.9,41.1,100.0,80.0,56.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 12.9 HR allowed",lift-pull EV profile; pitcher allows elevated contact,17.23,53.11,94.7,105.1405,0.6638,0.3441,0.4497,76.1,61.53,40.95,37.57,23.5,0.2676,11.08,34.89,88.38,0.4781,0.2443,38.69,None,72,Daikin Park,
5,621566,Matt Olson,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,3,Cal Quantrill,615698,R,68.6,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",65.4,50.9,70.9,96.6,80.0,69.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 10.8 HR allowed",EV profile; pitcher allows elevated contact,14.05,52.11,93.02,104.0027,0.506,0.2552,0.3586,74.67,48.51,36.67,32.43,26.2,0.2505,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
6,663757,Trent Grisham,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,1,Roki Sasaki,808963,R,65.2,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",51.0,62.3,76.2,93.2,80.0,34.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.89,47.1,91.1,101.1158,0.4693,0.2129,0.3602,70.44,8.56,44.86,31.96,17.2,0.1982,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
7,664040,Brandon Lowe,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,2,Gavin Williams,668909,R,65.2,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,58.2,67.6,100.0,80.0,43.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","platoon edge; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.65,45.97,90.96,101.6145,0.464,0.2156,0.3378,73.76,40.61,45.67,33.27,24.0,0.235,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
8,686948,Drake Baldwin,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,1,Cal Quantrill,615698,R,64.0,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",59.4,50.9,70.9,93.2,80.0,25.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.01,50.72,91.49,102.423,0.5024,0.2283,0.3712,75.09,54.02,32.71,24.55,16.2,0.1866,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
9,691718,Pete Crow-Armstrong,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,1,Bailey Ober,641927,R,63.4,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",52.0,51.6,73.3,88.7,80.0,64.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.42,46.5,89.99,101.7403,0.4743,0.2197,0.3511,74.17,44.25,49.53,34.45,24.0,0.2382,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
10,680664,Eduardo Valencia,DET,LAA,2026-07-18T01:38:00Z,Scheduled,6,Reid Detmers,672282,L,62.9,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Platoon Edge, Hot Hitter/Streak",86.4,37.7,28.2,71.7,78.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,5,10,2,Hot streak: 2 HR in last 4 games,"platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",EV profile; pitcher fly-ball pressure modest,28.6,71.4,92.7,102.418,0.77,0.441,0.486,72.7,17.4,0.0,28.6,2.0,0.6,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
11,665019,Kody Clemens,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,4,Colin Rea,607067,R,62.7,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",53.3,54.9,73.3,94.9,80.0,9.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 15.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.49,46.76,92.27,101.684,0.4566,0.2055,0.3345,71.99,14.31,43.77,32.27,16.9,0.2336,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
12,592518,Manny Machado,SD,KC,2026-07-18T00:10:00Z,Pre-Game,3,Seth Lugo,607625,R,62.2,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.8,61.6,66.7,92.1,50.0,78.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.15,45.97,90.94,101.7776,0.4411,0.1967,0.3312,74.57,44.12,40.15,27.94,21.4,0.206,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
13,695578,James Wood,WSH,ATH,2026-07-18T01:40:00Z,Scheduled,1,Gage Jump,695611,L,62.1,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",85.6,30.2,30.9,88.7,50.0,100.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 5.1% barrel, 4.0 HR allowed",EV profile; pitcher fly-ball pressure modest,20.81,58.82,94.79,106.4211,0.5854,0.31,0.4142,76.56,66.13,30.05,26.9,28.9,0.2729,5.1,40.6,90.0,0.389,0.131,26.1,,,Sutter Health Park,
14,668804,Bryan Reynolds,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,3,Gavin Williams,668909,R,62.0,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,56.1,67.6,96.6,75.0,59.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,46.91,90.99,102.004,0.4512,0.1925,0.3597,72.69,29.07,40.29,24.69,14.6,0.1829,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
15,695506,Jac Caglianone,KC,SD,2026-07-18T00:10:00Z,Pre-Game,3,Michael King,650633,R,61.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",59.5,38.3,66.7,96.6,80.0,42.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.89,51.92,91.92,104.9848,0.4765,0.215,0.3462,77.33,74.62,43.3,22.47,12.6,0.1821,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
16,691023,Jordan Walker,STL,AZ,2026-07-18T01:40:00Z,Scheduled,4,Merrill Kelly,518876,R,61.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",60.7,69.9,28.2,90.4,50.0,70.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 12.7% barrel, 20.9 HR allowed",EV profile; pitcher fly-ball pressure modest,13.14,51.05,93.63,105.3044,0.4722,0.2089,0.3452,78.87,83.54,37.82,24.05,17.2,0.1939,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
17,671739,Michael Harris II,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,4,Cal Quantrill,615698,R,61.5,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",52.1,50.9,70.9,94.9,80.0,18.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,33,0,"Last 7 games: 8/33, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.83,48.72,91.25,103.8025,0.4898,0.1998,0.3486,74.65,46.44,34.68,23.4,17.2,0.1824,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
18,808959,Munetaka Murakami,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,2,Spencer Miles,693686,R,61.2,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge",83.7,13.9,43.9,100.0,80.0,49.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 4.2% barrel, 4.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,20.0,59.2,94.1,104.8381,0.511,0.296,0.37,75.2,55.3,44.8,40.8,20.0,0.308,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
19,680777,Ryan Jeffers,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,2,Colin Rea,607067,R,61.1,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",50.0,54.9,73.3,100.0,50.0,39.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.25,43.08,90.63,101.7476,0.4686,0.2095,0.3698,73.0,36.43,38.93,29.64,7.6,0.2115,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
20,605137,Josh Bell,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,3,Colin Rea,607067,R,60.7,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",47.2,53.2,73.3,96.6,75.0,20.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.05,44.62,90.05,101.0429,0.464,0.2094,0.3394,72.4,28.81,41.36,27.2,15.7,0.1807,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
21,701538,Jackson Merrill,SD,KC,2026-07-18T00:10:00Z,Pre-Game,2,Seth Lugo,607625,R,60.7,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",42.9,61.6,66.7,95.5,80.0,24.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 10.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.27,44.3,89.49,100.2781,0.4326,0.185,0.3183,72.98,27.6,38.33,27.54,11.8,0.1496,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
22,683737,Michael Busch,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,3,Bailey Ober,641927,R,60.6,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",47.0,51.6,73.3,92.1,80.0,32.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 18.1 HR allowed",fly-ball profile; pitcher allows elevated contact,12.2,42.82,89.47,99.734,0.4528,0.2125,0.3549,68.69,5.04,39.16,36.16,17.9,0.1878,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
23,656811,Ryan O'Hearn,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,5,Gavin Williams,668909,R,60.2,Tier 3,Watch List,"Platoon Edge, Hot Hitter/Streak",37.3,58.2,67.6,86.4,80.0,89.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.95,44.18,89.61,99.6142,0.4288,0.1656,0.3351,71.1,11.92,37.4,29.27,16.3,0.1861,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
24,676475,Alec Burleson,STL,AZ,2026-07-18T01:40:00Z,Scheduled,3,Merrill Kelly,518876,R,60.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,69.9,28.2,92.1,80.0,25.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,46.99,91.49,101.8646,0.5193,0.2319,0.3716,72.96,30.32,43.47,28.59,15.9,0.1872,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
25,665862,Jazz Chisholm Jr.,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,6,Roki Sasaki,808963,R,59.9,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",42.5,62.3,76.2,76.2,80.0,32.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.66,41.41,90.19,100.3422,0.3991,0.1812,0.3082,73.34,34.2,53.03,29.63,18.4,0.1921,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
26,624424,Michael Conforto,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,7,Bailey Ober,641927,R,59.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Platoon Edge, Hot Hitter/Streak",50.9,51.6,73.3,59.8,80.0,82.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 18.1 HR allowed",fly-ball profile; pitcher allows elevated contact,11.87,45.19,91.65,101.1824,0.4359,0.198,0.3335,72.95,32.59,41.92,35.04,9.2,0.2103,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
27,571970,Max Muncy,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,5,Gerrit Cole,543037,R,59.6,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",56.3,42.0,76.2,86.4,80.0,3.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.6,46.53,90.46,101.4165,0.49,0.2422,0.3642,71.41,13.66,52.41,34.53,17.6,0.2284,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
28,672960,Kazuma Okamoto,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,3,Anthony Kay,641743,L,59.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",58.6,38.4,43.9,96.6,78.0,74.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.8,47.5,91.5,102.503,0.452,0.231,0.33,73.2,35.5,51.6,32.7,22.0,0.23,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
29,641857,Ryan McMahon,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,8,Roki Sasaki,808963,R,59.3,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",50.7,62.3,76.2,52.4,80.0,33.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.54,50.15,91.62,102.238,0.4134,0.1821,0.3136,74.49,46.82,38.82,30.98,12.3,0.1656,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
30,677951,Bobby Witt Jr.,KC,SD,2026-07-18T00:10:00Z,Pre-Game,2,Michael King,650633,R,58.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",58.4,38.3,66.7,100.0,50.0,37.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 10.6 HR allowed",EV profile; pitcher fly-ball pressure modest,12.22,51.44,93.23,103.739,0.5171,0.2143,0.3818,73.88,41.77,29.89,26.5,16.0,0.1843,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
31,673548,Seiya Suzuki,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,4,Bailey Ober,641927,R,58.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Premium Lineup Spot",45.9,51.6,73.3,90.4,50.0,60.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.42,43.03,89.69,101.2043,0.4426,0.1928,0.3352,73.33,35.66,42.6,30.43,20.1,0.2071,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
32,518692,Freddie Freeman,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,3,Gerrit Cole,543037,R,58.6,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",47.4,42.0,76.2,96.6,80.0,14.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.54,45.28,90.62,100.8553,0.4929,0.2084,0.3731,70.32,9.03,36.4,29.31,17.7,0.2,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
33,502671,Paul Goldschmidt,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,3,Roki Sasaki,808963,R,58.4,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",39.5,62.3,76.2,96.6,50.0,19.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","same-side matchup; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.59,40.34,87.67,99.771,0.4374,0.1931,0.3199,71.76,17.07,34.09,27.95,13.5,0.2025,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
34,665487,Fernando Tatis,SD,KC,2026-07-18T00:10:00Z,Pre-Game,1,Seth Lugo,607625,R,58.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.2,61.6,66.7,88.7,50.0,9.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 10.5% barrel, 18.6 HR allowed",EV profile; pitcher allows elevated contact,10.79,52.36,92.25,104.35,0.4404,0.1631,0.3511,75.26,56.49,32.77,21.03,11.0,0.1213,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
