rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,2,Miles Mikolas,571945,R,76.3,Tier 2,Best Overall,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",86.1,57.9,53.7,100.0,80.0,94.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 21.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.65,53.39,94.7,105.157,0.6673,0.3462,0.4518,76.03,60.76,40.67,37.71,22.1,0.269,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
102,823550,Sung-Mun Song,SD,AZ,2026-07-07T01:40:00Z,Scheduled,8,Brandon Pfaadt,694297,R,39.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.9,56.1,22.6,47.9,80.0,53.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,1,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,24.5,86.2,96.9941,0.307,0.112,0.278,71.8,13.9,37.7,28.3,1.0,0.089,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
103,665489,Vladimir Guerrero,TOR,SF,2026-07-07T01:45:00Z,Scheduled,2,Landen Roupp,694738,R,38.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.1,18.2,19.3,95.5,50.0,5.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,46.15,90.6,103.1312,0.4388,0.1451,0.3567,76.35,64.34,36.3,18.68,9.7,0.1106,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
104,691026,Masyn Winn,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,6,Shane Drohan,675660,L,38.5,Longshot,Watch List,Platoon Edge,13.9,32.0,40.1,76.2,78.0,50.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.82,33.69,87.74,98.4285,0.3386,0.086,0.2986,70.89,14.01,32.88,19.85,5.5,0.0974,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
105,650333,Luis Arraez,SF,TOR,2026-07-07T01:45:00Z,Scheduled,1,Kevin Gausman,592332,R,38.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.7,43.6,19.3,88.7,80.0,59.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,1,Contact streak: 11/28 over last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.75,20.97,86.94,94.2131,0.3742,0.0858,0.3065,63.09,0.12,30.03,27.33,5.2,0.1245,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
106,676356,Jonny DeLuca,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,5,Cam Schlittler,693645,R,38.3,Longshot,Watch List,No major boost,13.3,38.3,41.1,86.4,50.0,39.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","same-side matchup; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.56,30.19,85.39,97.4313,0.3612,0.1075,0.2859,73.1,31.04,46.44,23.6,3.5,0.1657,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
107,691458,Blaze Jordan,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,8,Shane Drohan,675660,L,38.1,Longshot,Watch List,Platoon Edge,28.1,32.0,40.1,52.4,78.0,16.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,42.1,88.2,99.5222,0.359,0.122,0.286,72.9,35.7,43.9,24.6,1.0,0.131,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
108,701675,Nathan Church,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,7,Shane Drohan,675660,L,37.8,Longshot,Watch List,Hot Hitter/Streak,21.2,32.0,40.1,64.3,50.0,73.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.95,35.62,86.9,98.2349,0.3532,0.127,0.2799,69.91,8.76,34.99,19.92,5.9,0.1347,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
109,669134,Luis Campusano,SD,AZ,2026-07-07T01:40:00Z,Scheduled,9,Brandon Pfaadt,694297,R,37.6,Longshot,Watch List,Projected Lineup,27.5,56.1,22.6,40.2,50.0,30.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.21,44.91,87.24,99.7111,0.3256,0.1337,0.2983,72.75,27.19,46.7,20.92,2.1,0.1995,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
110,662139,Daulton Varsho,TOR,SF,2026-07-07T01:45:00Z,Scheduled,5,Landen Roupp,694738,R,37.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.5,18.2,19.3,81.9,80.0,3.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.32,39.18,87.17,99.6648,0.4009,0.1648,0.3046,73.64,36.25,39.47,28.12,10.9,0.205,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
111,643289,Mauricio Dubón,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,5,Freddy Peralta,642547,R,37.2,Longshot,Watch List,No major boost,12.5,30.2,44.9,86.4,50.0,50.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.79,29.24,85.76,96.3978,0.3793,0.1134,0.3095,68.76,2.77,31.89,25.16,8.4,0.142,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
112,679845,Nick Loftin,KC,PHI,2026-07-06T18:10:00Z,In Progress,8,Cristopher Sánchez,650911,L,36.7,Longshot,Watch List,Platoon Edge,20.9,32.7,47.2,52.4,78.0,10.6,Yes,Yes,5,Yes,Yes,MLB Stats API; RotoWire,order MLB 8 vs RotoWire 5,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.16,31.97,87.99,97.1725,0.3604,0.1242,0.3073,69.19,5.55,43.8,27.31,3.3,0.1504,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
113,808982,Jung Hoo Lee,SF,TOR,2026-07-07T01:45:00Z,Scheduled,5,Kevin Gausman,592332,R,36.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.7,43.6,19.3,81.9,80.0,16.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.86,29.76,87.24,96.5916,0.3885,0.0968,0.3189,68.44,3.12,38.67,22.17,5.9,0.1354,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
114,663743,Nick Fortes,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,7,Cam Schlittler,693645,R,36.4,Longshot,Watch List,No major boost,13.6,38.3,41.1,64.3,50.0,60.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,15,1,Contact streak: 6/15 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.64,37.34,86.52,99.416,0.3248,0.0923,0.2714,72.21,21.28,51.82,19.06,2.9,0.0976,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
115,665877,José Fermín,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,5,Shane Drohan,675660,L,36.0,Longshot,Watch List,Platoon Edge,8.2,32.0,40.1,86.4,78.0,10.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.19,29.96,85.91,96.2925,0.3432,0.0899,0.2977,68.0,3.72,46.71,22.77,2.4,0.1277,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
116,670224,Kameron Misner,KC,PHI,2026-07-06T18:10:00Z,In Progress,2,Cristopher Sánchez,650911,L,35.9,Longshot,Watch List,Premium Lineup Spot,7.4,32.7,47.2,100.0,50.0,0.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.59,20.63,82.98,94.7574,0.2631,0.0726,0.2157,74.04,38.21,37.92,34.26,1.5,0.0571,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
117,686217,Sal Frelick,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,7,Dustin May,669160,R,35.8,Longshot,Watch List,Platoon Edge,5.9,42.9,40.1,64.3,80.0,27.0,Yes,No,7,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.47,27.75,85.78,96.5438,0.3369,0.0819,0.2962,68.34,3.72,39.67,19.78,5.7,0.096,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
118,686780,Pedro Pagés,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,9,Shane Drohan,675660,L,35.4,Longshot,Watch List,Platoon Edge,24.5,32.0,40.1,44.8,78.0,7.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.14,37.76,87.09,99.3302,0.3505,0.1327,0.2688,72.39,21.56,37.04,27.83,6.1,0.1302,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
119,680700,Richie Palacios,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,8,Cam Schlittler,693645,R,35.3,Longshot,Watch List,Platoon Edge,13.0,38.3,41.1,52.4,80.0,22.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,1,"Last 7 games: 3/20, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.22,30.73,87.31,96.7133,0.3625,0.0969,0.3222,68.8,3.03,34.01,19.72,1.7,0.0973,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
120,802415,Chandler Simpson,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,6,Cam Schlittler,693645,R,35.1,Longshot,Watch List,Platoon Edge,0.2,38.3,41.1,76.2,80.0,35.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,15.13,84.16,93.1684,0.301,0.0375,0.2711,64.76,0.44,27.57,12.23,0.0,0.0521,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
121,682818,Yohendrick Pinango,TOR,SF,2026-07-07T01:45:00Z,Scheduled,7,Landen Roupp,694738,R,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.2,18.2,19.3,59.8,80.0,5.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,45.1,90.5,101.803,0.406,0.14,0.314,75.7,57.7,28.3,22.1,5.0,0.146,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
122,683083,Nasim Nuñez,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,9,Mike Burrows,681347,R,34.8,Longshot,Watch List,Platoon Edge,5.2,43.7,53.7,44.8,75.0,30.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","switch hitter; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.76,27.08,86.15,96.0538,0.3005,0.0748,0.2792,68.77,5.08,32.76,19.17,1.9,0.0874,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
123,666152,David Hamilton,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,9,Dustin May,669160,R,34.3,Longshot,Watch List,Platoon Edge,11.2,42.9,40.1,44.8,80.0,16.6,Yes,No,9,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,13,0,"Last 7 games: 3/13, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.46,27.1,86.6,96.8572,0.3008,0.0967,0.2628,69.94,7.95,34.06,26.93,3.9,0.1028,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
124,676609,José Caballero,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,7,Griffin Jax,643377,R,33.9,Longshot,Watch List,No major boost,7.0,49.4,41.1,64.3,50.0,1.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","same-side matchup; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.94,26.75,84.53,96.4732,0.3271,0.1031,0.2808,68.96,8.15,41.11,20.33,7.1,0.1285,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
125,686452,Drew Millas,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,8,Mike Burrows,681347,R,33.8,Longshot,Watch List,Platoon Edge,1.1,43.7,53.7,52.4,75.0,16.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","switch hitter; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.0,22.04,83.89,94.7821,0.3044,0.0786,0.2784,67.68,4.2,36.78,18.47,1.4,0.0989,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
126,815873,Sean Keys,TOR,SF,2026-07-07T01:45:00Z,Scheduled,8,Landen Roupp,694738,R,33.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.5,18.2,19.3,47.9,80.0,28.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,4,21,1,"Last 6 games: 4/21, 1 HR","platoon edge; pitcher baseline 5.3% barrel, 7.5 HR allowed",EV profile; pitcher fly-ball pressure modest,0.0,64.3,94.2,101.6338,0.278,0.089,0.201,74.4,46.5,28.6,21.4,1.0,0.191,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
127,806198,Cooper Pratt,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,8,Dustin May,669160,R,33.0,Longshot,Watch List,No major boost,14.7,42.9,40.1,52.4,50.0,0.0,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.3,27.5,88.2,97.133,0.371,0.091,0.348,69.7,7.0,32.5,15.0,0.0,0.02,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
128,596117,Garrett Stubbs,PHI,KC,2026-07-06T18:10:00Z,In Progress,6,Noah Cameron,702070,L,32.9,Longshot,Watch List,No major boost,1.8,41.8,47.2,76.2,50.0,0.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,8,0,"Last 7 games: 1/8, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,25.48,81.57,88.6702,0.1832,0.0325,0.1784,68.85,0.0,52.26,12.74,0.0,0.0,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
129,805347,Jim Jarvis,ATL,NYM,2026-07-06T23:15:00Z,Pre-Game,9,Freddy Peralta,642547,R,32.9,Longshot,Watch List,Platoon Edge,15.0,30.2,44.9,44.8,80.0,9.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,2,11,0,"Last 4 games: 2/11, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,37.5,89.5,97.3227,0.239,0.03,0.197,70.9,13.6,25.0,12.5,0.0,0.0,6.22,37.79,87.86,0.3617,0.1347,26.17,In From RF,84,Truist Park,
130,672386,Alejandro Kirk,TOR,SF,2026-07-07T01:45:00Z,Scheduled,4,Landen Roupp,694738,R,32.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",20.7,18.2,19.3,90.4,50.0,26.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.27,39.67,86.55,98.9388,0.3568,0.1232,0.2876,71.03,14.6,31.74,20.92,5.9,0.1173,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
131,701852,Drew Cavanaugh,SF,TOR,2026-07-07T01:45:00Z,Scheduled,9,Kevin Gausman,592332,R,32.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.5,43.6,19.3,40.2,80.0,12.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,25.0,86.7,97.197,0.374,0.123,0.29,71.2,10.3,31.3,12.5,0.0,0.0,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
132,670764,Taylor Walls,TB,NYY,2026-07-06T22:40:00Z,Pre-Game,9,Cam Schlittler,693645,R,31.5,Longshot,Watch List,Platoon Edge,6.1,37.3,41.1,44.8,75.0,27.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.27,23.39,85.67,95.2832,0.2831,0.0822,0.2659,68.38,2.48,35.81,30.45,1.2,0.0808,8.48,40.48,88.37,0.3714,0.147,28.0,None,72,Tropicana Field,
133,664770,Nathan Lukes,TOR,SF,2026-07-07T01:45:00Z,Scheduled,1,Landen Roupp,694738,R,31.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.8,18.2,19.3,88.7,80.0,27.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.35,30.42,86.99,97.0967,0.3633,0.0952,0.3031,67.44,4.56,32.05,18.5,6.4,0.124,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
134,676391,Ernie Clement,TOR,SF,2026-07-07T01:45:00Z,Scheduled,6,Landen Roupp,694738,R,24.4,Longshot,Watch List,Projected Lineup,6.8,18.2,19.3,71.7,50.0,7.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","same-side matchup; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.33,24.39,85.69,95.188,0.3499,0.0923,0.2792,67.6,2.96,42.69,27.34,7.6,0.1315,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
135,665926,Andres Gimenez,TOR,SF,2026-07-07T01:45:00Z,Scheduled,9,Landen Roupp,694738,R,23.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.0,18.2,19.3,40.2,80.0,19.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 5.3% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.49,25.32,86.37,96.0532,0.3316,0.0964,0.28,68.46,4.79,38.1,23.16,7.0,0.1268,5.33,31.46,87.14,0.3471,0.1127,21.61,,,Oracle Park,
