rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
103,691720,Kyle Karros,COL,SF,2026-07-05T00:10:00Z,Scheduled,6,Robbie Ray,592662,L,47.8,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",25.6,52.7,38.7,71.7,78.0,75.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.04,41.89,89.23,99.8649,0.3635,0.1173,0.3175,70.01,5.72,39.01,22.59,4.5,0.1252,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
104,665489,Vladimir Guerrero,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,2,Logan Gilbert,669302,R,47.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.0,51.5,25.4,95.5,50.0,8.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.28,46.22,90.67,103.0679,0.4409,0.1458,0.3574,76.35,64.62,36.3,18.61,9.7,0.1099,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
105,662139,Daulton Varsho,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,4,Logan Gilbert,669302,R,47.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.0,51.5,25.4,90.4,80.0,1.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,39.53,87.24,99.7559,0.4037,0.1655,0.3074,73.71,36.32,39.33,27.84,10.9,0.2071,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
106,695600,Carter Jensen,KC,PHI,2026-07-05T00:10:00Z,Scheduled,1,Jesús Luzardo,666200,L,47.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",55.2,20.0,23.2,88.7,50.0,83.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 11.1 HR allowed",EV profile; pitcher fly-ball pressure modest,12.89,47.94,92.32,102.9966,0.4622,0.2046,0.3427,74.27,40.57,39.46,29.16,10.0,0.2157,6.07,31.85,86.96,0.3354,0.1116,21.03,,,Kauffman Stadium,
107,673962,Josh Jung,TEX,DET,2026-07-04T20:05:00Z,Scheduled,2,Jack Flaherty,656427,R,47.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.2,48.7,27.6,95.5,50.0,48.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.55,47.4,90.0,100.3244,0.428,0.1515,0.3348,70.51,8.07,39.3,21.61,10.5,0.1467,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
108,665487,Fernando Tatis,SD,LAD,2026-07-05T02:10:00Z,Scheduled,1,Yoshinobu Yamamoto,808967,R,47.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.0,29.3,27.6,88.7,50.0,47.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.9 HR allowed",EV profile; pitcher fly-ball pressure modest,11.28,52.64,92.32,104.2434,0.4523,0.1701,0.3588,75.12,55.86,31.02,21.66,11.0,0.122,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
109,621493,Taylor Ward,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,2,Hunter Greene,668881,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.4,50.8,39.3,95.5,50.0,9.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.75,40.39,89.54,99.5578,0.4017,0.1553,0.3414,68.45,4.26,32.33,30.22,14.3,0.1434,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
110,682626,Francisco Alvarez,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,6,Chris Sale,519242,L,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",58.8,18.7,30.9,71.7,78.0,30.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.67,47.65,91.35,102.9293,0.4664,0.2234,0.3358,74.21,43.81,40.34,25.94,9.6,0.184,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
111,695657,Colson Montgomery,CWS,CLE,2026-07-04T23:10:00Z,Scheduled,4,Parker Messick,800048,L,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.2,20.3,27.6,90.4,50.0,31.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","same-side matchup; pitcher baseline 5.7% barrel, 7.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.43,44.22,89.61,102.287,0.466,0.2444,0.3312,76.51,68.13,48.88,36.17,21.0,0.2648,5.73,32.04,87.47,0.3498,0.1191,20.77,,,Progressive Field,
112,571970,Max Muncy,LAD,SD,2026-07-05T02:10:00Z,Scheduled,4,Wandy Peralta,593974,L,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.1,19.8,27.6,90.4,50.0,43.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.88,46.25,90.39,101.348,0.4949,0.2471,0.367,71.41,13.8,52.2,34.67,17.6,0.2382,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
113,695506,Jac Caglianone,KC,PHI,2026-07-05T00:10:00Z,Scheduled,3,Jesús Luzardo,666200,L,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",63.7,20.0,23.2,92.1,50.0,4.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 6.1% barrel, 11.1 HR allowed",EV profile; pitcher fly-ball pressure modest,14.8,53.67,92.48,105.3371,0.494,0.2276,0.3574,77.26,73.71,41.97,22.82,11.9,0.1863,6.07,31.85,86.96,0.3354,0.1116,21.03,,,Kauffman Stadium,
114,691788,Joe Mack,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,9,Aaron Civale,650644,R,46.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.6,57.0,30.9,40.2,80.0,54.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.8,38.2,89.0,99.8574,0.422,0.184,0.314,74.5,45.1,48.0,28.4,6.0,0.169,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
115,682818,Yohendrick Pinango,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,6,Logan Gilbert,669302,R,46.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.9,51.5,25.4,71.7,80.0,24.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 10.1% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.3,45.5,90.7,102.0266,0.407,0.143,0.312,75.7,57.7,29.1,20.9,5.0,0.151,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
116,663886,Tyler Stephenson,CIN,BAL,2026-07-04T23:10:00Z,Scheduled,7,Brandon Young,687064,R,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",49.3,41.3,39.3,59.8,50.0,36.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,0,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.05,47.45,90.92,100.6259,0.4277,0.1963,0.3277,70.87,9.38,37.57,33.57,8.1,0.1515,7.75,41.57,89.19,0.4152,0.1658,27.36,,,Great American Ball Park,
117,694249,Cole Carrigg,COL,SF,2026-07-05T00:10:00Z,Scheduled,5,Robbie Ray,592662,L,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.9,51.0,38.7,81.9,75.0,37.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.0,31.6,86.5,99.1033,0.406,0.162,0.338,73.7,40.6,47.4,22.8,3.0,0.253,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
118,701538,Jackson Merrill,SD,LAD,2026-07-05T02:10:00Z,Scheduled,6,Yoshinobu Yamamoto,808967,R,46.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.9,29.3,27.6,71.7,80.0,61.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,45.49,89.84,100.5346,0.4389,0.1948,0.3183,73.05,28.02,37.56,28.17,11.8,0.1594,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
119,621020,Dansby Swanson,CHC,STL,2026-07-05T00:08:00Z,Scheduled,9,Kyle Leahy,681517,R,46.5,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",41.8,58.5,29.8,40.2,50.0,81.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 11.2% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,43.74,90.08,100.0347,0.414,0.1869,0.3163,71.32,8.71,45.73,32.27,18.4,0.2059,11.2,48.37,91.06,0.466,0.1866,22.4,,,Wrigley Field,
120,596019,Francisco Lindor,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,2,Chris Sale,519242,L,46.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",45.7,17.9,30.9,95.5,75.0,45.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.11,46.92,91.48,100.6095,0.4526,0.194,0.3443,72.19,22.14,44.76,28.27,12.1,0.1752,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
121,693304,Nick Gonzales,PIT,WSH,2026-07-04T15:05:00Z,In Progress,6,Carson Palmquist,687223,L,46.2,Longshot,Watch List,Platoon Edge,16.3,54.2,46.7,76.2,78.0,62.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.31,37.47,86.77,98.4882,0.3827,0.107,0.3148,70.5,12.45,40.79,20.63,4.3,0.0894,10.07,41.19,91.14,0.4411,0.203,34.05,In From LF,93,Nationals Park,
122,800050,Chase DeLauter,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,2,Sean Burke,680732,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",27.9,43.7,27.6,95.5,80.0,35.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.3,41.9,90.3,100.9395,0.401,0.126,0.333,71.4,17.5,38.7,19.1,7.0,0.142,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
123,608324,Alex Bregman,CHC,STL,2026-07-05T00:08:00Z,Scheduled,2,Kyle Leahy,681517,R,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",24.5,58.5,29.8,95.5,50.0,34.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 11.2% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,39.5,88.42,98.3258,0.3822,0.1348,0.323,70.23,5.15,47.49,23.66,10.3,0.1288,11.2,48.37,91.06,0.466,0.1866,22.4,,,Wrigley Field,
124,642715,Willy Adames,SF,COL,2026-07-05T00:10:00Z,Scheduled,5,Sean Sullivan,807743,L,46.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",40.3,26.6,38.7,81.9,78.0,44.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.22,41.12,88.48,99.2811,0.4035,0.1844,0.2976,72.17,22.88,46.72,34.83,18.8,0.1974,6.8,28.8,87.3,0.324,0.141,42.4,,,Coors Field,
125,695734,Daylen Lile,WSH,PIT,2026-07-04T15:05:00Z,In Progress,5,Braxton Ashcraft,677952,R,46.1,Longshot,Watch List,Platoon Edge,29.3,27.8,46.7,86.4,80.0,68.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.81,36.46,87.99,98.4503,0.4245,0.1537,0.3263,70.32,7.26,41.08,31.43,9.7,0.1752,5.54,39.62,89.47,0.343,0.1185,25.18,In From LF,93,Nationals Park,
126,518692,Freddie Freeman,LAD,SD,2026-07-05T02:10:00Z,Scheduled,2,Wandy Peralta,593974,L,45.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.6,19.8,27.6,95.5,50.0,55.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.31,45.84,90.76,100.9954,0.4999,0.214,0.378,70.32,8.68,36.68,29.24,17.0,0.2049,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
127,666018,Jonathan Aranda,TB,HOU,2026-07-04T23:10:00Z,Scheduled,2,Hunter Brown,686613,R,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.7,12.9,27.6,95.5,80.0,46.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 4.2% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.59,46.94,91.39,101.3404,0.4751,0.1981,0.3743,70.22,12.65,31.1,28.73,13.3,0.1709,4.15,35.77,85.61,0.2837,0.1003,25.96,,,Daikin Park,
128,624585,Jorge Soler,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,4,Sonny Gray,543243,R,45.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",41.5,36.5,28.2,90.4,50.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.75,41.93,88.79,101.5129,0.3877,0.1732,0.3045,74.63,48.27,51.12,25.1,11.3,0.1811,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
129,666176,Jo Adell,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,6,Sonny Gray,543243,R,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.1,36.5,28.2,71.7,50.0,23.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.86,46.15,90.72,102.6969,0.465,0.2071,0.3321,77.32,71.02,38.21,27.21,18.8,0.1762,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
130,806068,Colt Emerson,SEA,TOR,2026-07-04T20:10:00Z,Scheduled,9,Shane Bieber,669456,R,45.1,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",16.6,88.8,25.4,40.2,80.0,32.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 16.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,29.1,86.6,97.0049,0.289,0.112,0.247,72.6,24.8,41.8,22.8,7.0,0.224,16.43,56.88,94.11,0.7212,0.3524,28.83,,,T-Mobile Park,
131,553993,Eugenio Suarez,CIN,BAL,2026-07-04T23:10:00Z,Scheduled,4,Brandon Young,687064,R,45.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",32.8,41.3,39.3,90.4,50.0,25.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.24,34.16,88.03,99.2881,0.3608,0.161,0.2808,71.74,20.2,47.12,31.1,20.3,0.2021,7.75,41.57,89.19,0.4152,0.1658,27.36,,,Great American Ball Park,
132,701358,Cam Smith,HOU,TB,2026-07-04T23:10:00Z,Scheduled,5,Drew Rasmussen,656876,R,45.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",45.1,26.6,27.6,81.9,50.0,73.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.96,44.02,89.02,101.84,0.439,0.1907,0.3299,76.39,66.22,35.32,24.37,10.4,0.15,6.23,35.81,88.22,0.354,0.125,22.26,,,Daikin Park,
133,678554,Curtis Mead,WSH,PIT,2026-07-04T15:05:00Z,In Progress,3,Braxton Ashcraft,677952,R,44.9,Longshot,Watch List,Premium Lineup Spot,37.4,27.8,46.7,96.6,50.0,18.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 5.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.19,39.63,87.71,99.7143,0.4291,0.1796,0.3366,72.81,30.83,41.37,32.05,10.7,0.1944,5.54,39.62,89.47,0.343,0.1185,25.18,In From LF,93,Nationals Park,
134,671289,Tyler Freeman,COL,SF,2026-07-05T00:10:00Z,Scheduled,2,Robbie Ray,592662,L,44.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",14.6,52.7,38.7,95.5,78.0,21.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.47,35.85,88.42,98.4717,0.3537,0.0838,0.3187,70.53,11.66,35.07,19.75,2.7,0.0849,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
135,677588,José Tena,WSH,PIT,2026-07-04T15:05:00Z,In Progress,7,Braxton Ashcraft,677952,R,44.6,Longshot,Watch List,Platoon Edge,37.6,27.8,46.7,64.3,80.0,46.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,13,1,"Last 7 games: 4/13, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.45,48.55,91.16,102.3933,0.3829,0.1371,0.3048,72.97,32.93,30.18,17.43,2.8,0.1463,5.54,39.62,89.47,0.343,0.1185,25.18,In From LF,93,Nationals Park,
136,687637,Dylan Beavers,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,6,Hunter Greene,668881,R,44.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.7,50.8,39.3,71.7,80.0,9.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.92,34.44,87.75,99.0836,0.3695,0.1481,0.3111,71.85,17.19,38.43,29.08,2.6,0.1359,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
